고유번호,노선,노선명칭,역명칭,운행방향1,운행방향2,엘리베이터 자막,사용여부,출구정보,전화번호
333,7,7호선,내방,장암,온수,승강기 위치는 4번출구 쪽에 있습니다.    승강기를 이용하여 지하1층 대합실로 내려가십시오.    정면에 있는 승강기를 이용하여 지하2층 대합실로 내려가십시오.    우측에 있는 개찰구를 통과하신 후 정면에 있는 승강기를 이용하여 승강장으로 내려가십시오.,Y,"||1@방배1동, 서리풀공원||,||2@방배1동파출소, 방일초등학교||,||3@방배1동사무소, 방배보건분소||,||4@남서울종합시장, 안골길||,||5@방배4동파출소, 방배초등학교||,||6@반포세무서, 방배4동사무소||,||7@방배본동사무소, 방배우체국||,||8@서초청소년회의소, 방배중학교||",긴급전화(역무실) : 02-6311-7351
378,9,분당선,서현,선릉,보정,,Y,"||1@이매촌, 주택은행, 교보증권, 현대증권, 기업은행, 경기은행, 대한투자신탁 ||,||2@시범단지, 효자촌, 세빈상가, 성남대로  ||,||3@국민은행, 삼성증권, 뉴코아, 하나은행  ||,||4@분당구청, 이랜드프라자, 킴스클럽, 포스데이타   ||,||5@백화점입구  ||,||6@이매촌, 한일은행, LG증권, 분당우체국, 주택은행, 제성병원, 서울문고 ||",긴급전화(역무실) : 031-703-7788
379,9,분당선,수내,선릉,보정,,Y,,긴급전화(역무실) : 031-714-7788
380,9,분당선,정자,선릉,보정,,Y,,긴급전화(역무실) : 031-712-7788
370,9,분당선,대모산입구,선릉,보정,,Y,"||1@개포3동사무소, 양전초등학교||,||2@개원중학교||,||3@서울무역시장||,||4@강남사회복지관, 수서경찰서, 일원2동사무소||,||6@일원초등학교, 중동중학교||,||7@개원파출소, 개포2동사무소||,||8@개포초등학교, 주공7단지아파트||",긴급전화(역무실) : 02-3412-9471
372,9,분당선,복정,선릉,보정,,Y,"||1@행정학교, 화훼단지 ||,||2@국제학교, 대유공전, 중앙교회(서울)||,||3@삼일자동차학원, 성무장애자재활원  ||,||4@장지동  ||",긴급전화(역무실) : 02-404-8710
376,9,분당선,야탑,선릉,보정,,Y,"||1@서울은행, 기업은행, 야탑동사무소, 성남세관, 야탑우체국, 메트로부페, 장미마을1차, 매화마을공무원아파트 ||,||2@관보스포츠, 주택은행, 세신옴니코아, 농협, 성남공원묘지, 아파트형공장, 탑마을 ||,||3@뉴코아백화점, 외환은행, 국민은행, 분당보건소, 이매촌분당경찰서, 차병원, 아름마을  ||,||4@장미마을2차, 성남고속버스터미널  ||",긴급전화(역무실) : 031-708-3238
392,10,중앙선,회기,용산,팔당,,Y,"||1@경희대학교, 회기동사무소, 회기파출소, 휘경우체국||,||2@서울시립대학교, 서울위생병원, 휘경1동사무소, 휘경2동파출소||",긴급전화(역무실) : 02-965-1467
56,1,1호선,시청,소요산,인천,승강기 위치는 2번출구 쪽에 있습니다.      승강기를 이용하여 지하1층 대합실로 내려가십시오.      좌측 방향으로 이동하신 후 승강기를 이용하여 승강장으로 내려가십시오.,Y,"||1@덕수궁/덕수궁미술관, 류관순기념관, 서울시립미술관, 서울특별시청 서소문별관, 서울특별시의회별관, 정동극장, 중부등기소/경향신문사, 이화여자고등학교, 창덕여자중학교||,||2@서울특별시의회별관, 서울특별시청(다산플라자), 중부등기소/경향신문사, 정동극장, 덕수궁/덕수궁미술관, 서울시티투어 버스타는 곳, 서울덕수초등학교||,||3@광화문방면, 사랑의 열매, 서울역사박물관, 서울지방국세청 남대문별관, 서울특별시의회, 세종문화회관, 영국대사관, 정부중앙청사, 한국금융사박물관||,||4@청계천방면, 서울글로벌센터, 서울일자리플러스센터, 언론중재위원회, 여성가족부, 태평로파출소, 한국정보화진흥원, 프레스 센터, 서울시티투어버스타는 곳, 광화문우체국||,||5@무교동, 청계천방면, 을지로방면, 국가인권위워회, 서울특별시청 을지로청사, 서울광장||,||6@소공동방면||,||7@남대문시장, 북창동방면, 소공동 주민센터, 한국은행본점||",긴급전화(역무실) : 02-6110-1321
424,12,인천선,예술회관,계약,동막,,Y,"||1@한미은행, 씨엔씨, CGV 인천14, 까르프, YMCA ||,||2@현대해상화재보험, 삼성화재, 구월농협중앙지점, 한국전력, LG텔레콤, 경인고용안전센타 ||,||3@구월여자중학교, 만사형통, 길병원앞사거리 ||,||4@흥국생명, 인천영어사 ||,||5@주택은행, 기술신용보증기금, 롯데백화점(건설중), 인천지방경찰청(건설중), 전기안전공사 ||,||6@제일은행, 구월남수협, 종합문화예술회관, 먹자골목 ||,||7@올림픽 공원 ||,||8@구월동우체국, 아주볼링장 ||,||9@경인지방노동청, 경인지방환경관리청, 제일감리교회||,||10@남동구노인복지회관||",긴급전화(역무실) : 032-441-3125
427,12,인천선,선학,계약,동막,,Y,"||1@금호아파트, 뉴서울아파트, 아주아파트, 대동아파트, 대진아파트, 정광아파트, 선학초등교, 선학동사무소, 선학파출소, 남인천농협, 선학중학교, 한미은행, 1, 2, 3, 4, 5, 6, 7 블럭 ||,||2@금호아파트, 뉴서울아파트, 아주아파트, 대동아파트, 대진아파트, 정광아파트, 선학초등교, 선학동사무소, 선학파출소, 남인천농협, 선학중학교, 한미은행, 1, 2, 3 ,4, 5, 6, 7, 9 블럭  ||,||3@연수병원, 연수장로교회, 선학동천주교회, 새마을금고, 성안교회, 선학5단지 ||,||4@화훼단지, 윤성아파트, 무지개아파트, 희영아파트, 선학주유소, 국립농산물검사지소 ||",긴급전화(역무실) : 032-821-3128
72,1,1호선,창동,소요산,인천,,Y,"||1@도봉경찰서,노원세무서,도봉구청별관,희망예식장,국민은행,상계주공18,19단지,동아아파트||,||2@도봉구청본관,도봉등기소,이마트,서울은행,창동초등교,미화예식장,상아아파트주공3,4단지,삼성아파트,동아그린아파트||",긴급전화(역무실) : 02-3492-0197
90,2,2호선,동대문역사문화공원,시청,시청,"승강기 위치는 1번출구 쪽에 있습니다.      승강기를 이용하여 지하1층 대합실로 내려가십시오.      좌측 방향으로 이동하여 개찰구를 통과하십시오.      좌, 우측 승강기를 이용하여 승강장으로 내려가십시오",Y,"||1@동대문역사문화공원, 동대문(흥인지문), 남평화시장, 서울시티투어버스타는 곳, 신,동평화시장, 흥인시장, 서울패션센터, 청계천 방면||,||2@한양중,공업고등학교, 성동글로벌경영고등학교, 충무아트홀, 광희초등학교||,||3@광희문, 중부소방서, 신당1동주민센터||,||11@광희동 1가||,||12@을지로6가우체국||,||13@국립중앙의료원||,||14@동대문종합시장, 평화시장, 관광안내소, 적십자 헌혈의 집||",긴급전화(역무실) : 02-6110-2051
176,4,4호선,수유,당고개,오이도,"승강기 위치는 2번 출구쪽에 있습니다      승강기를 이용하여 지하 1층 대합실로 내려가십시오.      좌측 방향으로 이동하여 개찰구를 통과하십시오.      좌, 우측 승강기를 이용하여 승강장으로 내려가십시오",Y,"||1@번동방면, 강북구청사거리, 한천로, 국립 4.19 민주묘지 방면, 번1동주민센터||,||2@번동망면, 강북경찰서, 번동북부시장, 헌혈의집 수유센터||,||3@번동방면, 강북경찰서, 번동북부시장, 서울지방고용노동청 북부지청||,||4@미아방면, 수유사거리, 수유시외버스정류장, 성신여자대학교 미아운정그린캠퍼스, 강북구선거관리위원회, 국민연금성북강북지사||,||5@수유3동주민센터, 수유사거리, 강북노인종합복지관||,||6@수유중앙시장, 덕성여자대학교 방면, 화계사||,||7@수유동, 수유3동주민센터, 수유중앙시장||,||8@강북구청사거리, 서울보호관찰소 북부지소, 신용보증기금 강북지점, 강북구청, 수유3동 우체국, 강북종합시장, 서울신용보증재단 강북지점||",긴급전화(역무실) : 02-6110-4141
191,4,4호선,신용산,당고개,오이도,리프트 위치는 2번 출구쪽에 있습니다.      리프트를 이용하여 지하 1층 대합실로 내려가십시오.      우측 방향으로 이동하신 후      승강기를 이용하여 승강장으로 내려가십시오,Y,"||1@한강로동주민센터, 서울용산우체국, 대한지방행정공제회||,||2@서울한강초등학교, 용산공업고등학교, 용산세무서, 신용산시장||,||3@한강대교방면, 용산역파출소, 용사의집, 용산역(KTX)||,||4@용산역(KTX)||,||5@용산전자상가, 용산여성인력개발센터||,||6@삼각지방면, 한강로동||",긴급전화(역무실) : 02-6110-4291
200,4,4호선,과천,당고개,오이도,,Y,"||1@과천성당,과천초등교,주차장,주공10,11단지,||,||2@농협,부림파출소,부림동사무소,새서울교회,||,||3@주공7,8단지||,||4@주공5,6단지||,||5@과천도서관,청계초등교,중앙공원||,||6@금융가,서울행버스정류장,||,||7@관악산,주공10,11단지,||",긴급전화(역무실) : 02-3679-8831
203,4,4호선,평촌,당고개,오이도,,Y,"||1@꿈마을,초원마을,평촌마을,중앙공원,조선일보||,||2@기업은행,외환은행,조흥은행,시청,공작마을,한가람마을,||,||3@열병합발전소,쓰레기소각장,||",긴급전화(역무실) : 031-383-7788
205,4,4호선,금정,당고개,오이도,,Y,"||1@금전동,산본동,호계동||,||2@금전동,산본동,호계동||",긴급전화(역무실) : 031-393-7788
210,4,4호선,한대앞,당고개,오이도,,Y,||1@농산물도매시장||,긴급전화(역무실) : 031-4898-211
408,11,공항선,인천국제공항,인천국제공항,김포공항,,Y,,긴급전화(역무실) : 
409,12,인천선,계양,계약,동막,,Y,,긴급전화(역무실) : 032-710-9105
395,10,중앙선,망우,용산,팔당,,Y,,긴급전화(역무실) : 02-432-7788
396,10,중앙선,양원,용산,팔당,,Y,,긴급전화(역무실) : 02-435-7788
413,12,인천선,계산,계약,동막,,Y,"||1@천년부페웨딩홀, 안남초등교, 안남중학교, 계산3동사무소, 계양경찰서, 계산신협, 최문기외과, 농협계산지점, 그랜드마트, 삼보아파트, 한국아파트, 원흥아파트, 계산주공아파트 ||,||2@열린병원, 기업은행, 하나로통신, 평화은행, EMI학원, 삼성프라자, 대우자동차, 프라자약국||,||3@한겨레문고, 중앙산부인과, 계산1동사무소, 한미은행, 성민의원, 대한화재, 미림부페, 국민아파트, 신한아파트, 기산아파트, 서해아파트, 삼천리아파트 ||,||4@수협, 새나드리프라자, 농협, 계산2동파출소, 승민외국어학원, 계산우체국, 삼환아파트, 극동아파트, 경인여대 ||,||5@계산소방파출소, 계산천주교회, 배진산업, 계양구청, 원불교, 부평교당, 세경아파트, 재성아파트, 계산아파트 ||,||6@싸이클경기장, 근린공원, 교보생명, 계산고, 왕궁웨딩프라자, 대우빌라, 신흥아트빌라, 새마을금고, 신광성결교회, 계양청년회의소||",긴급전화(역무실) : 032-546-3151
416,12,인천선,갈산,계약,동막,,Y,"||1@부평정수장, 북부소방서, 갈산1동사무소, E-마트, 삼성전자서비스 ||,||2@부평관광호텔, 부평결혼회관, 부평세관 ||,||3@대우자동차 ||,||4@삼익악기, (주)진도, 천일식품, 대우자판(주), 대한마이크로전자, 동서식품, 로얄동도금속, 반도레포츠, 신도실업, 아남반도체, 한국요꼬가와전기, 헵시바산업 ||",긴급전화(역무실) : 032-511-4245
421,12,인천선,부평삼거리,계약,동막,,Y,"||1@장묘관리사업소, 위생의원 ||,||2@인천보훈회관, 팬더아파트, 약사사 ||,||3@십정2동사무소, 동암초등학교, 옹진수협, 동암파출소 ||,||4@제일정보고등학교, 혜광학교, 후생의원, 부평3동천주교회, 목화아파트 ||",긴급전화(역무실) : 032-516-3122
422,12,인천선,간석오거리,계약,동막,,Y,"||1@인천지하철공사, 가천길대학, 신명여자고등학교, 간석여자중학교 ||,||2@목화예식장 ||,||3@대한교원공제회, 간석동우체국, 상인천중학교, 농협(간석지점), 나사렛한방병원, 희망백화점, 궁전웨딩홀, 로얄호텔, 갤럭시호텔, 인제고등학교 ||,||4@간석소방파출소 ||,||5@아로마웨딩플라자 ||,||6@조흥은행, 새마을금고연합회 ||,||7@동암중학교 ||",긴급전화(역무실) : 032-434-3123
425,12,인천선,인천터미널,계약,동막,,Y,"||1@종합문화예술회관, 중앙공원 ||,||2@신세계백화점, 킴스클럽, 한빛은행, 주택은행, 국민은행, 조흥은행, 농협, 신세계투자신탁, 국민연금인천회관, 신영증권, 부국증권, 삼성생명, 남인천세무서, 남부경찰서 ||,||3@인천버스터미널, 구월농산물도매시장, 터미널예식장, 터미널시네마 ||,||4@ ||,||5@어린이교통공원, 인명여고, 승학초등교, 삼환아파트, 성지아파트||,||6@관교중학교, 관교초등교, 남인천여중, 관교동사무소, 관교소방파출소, 한미은행, 세원의원, 순복음인천교회, 쌍용아파트, 동아아파트, 중앙공원||",긴급전화(역무실) : 032-441-3126
